"@""\Aaaaaa\w+zzz\Z"""	"""aaaa"""	"RegexOptions.RightToLeft"	"0"	"4"	"false"	"string.Empty"
"@""\Aaaaaa\w+zzzzz\Z"""	"""aaaa"""	"RegexOptions.RightToLeft"	"0"	"4"	"false"	"string.Empty"
"@""\Aaaaaa\w+zzz\Z"""	"""aaaa"""	"RegexOptions.RightToLeft | RegexOptions.IgnoreCase"	"0"	"4"	"false"	"string.Empty"
"@""\Aaaa\w+zzz\Z"""	"""aaaasdfajsdlfjzzza"""	"RegexOptions.None"	"0"	"18"	"false"	"string.Empty"
"@""\A(line2\n)line3\Z"""	"""line2\nline3\n"""	"RegexOptions.Multiline"	"0"	"12"	"true"	"""line2\nline3"""
"""^b"""	"""ab"""	"RegexOptions.None"	"0"	"2"	"false"	"string.Empty"
"@""(?<char>\w)\<char>"""	"""aa"""	"RegexOptions.None"	"0"	"2"	"true"	"""aa"""
"@""(?<43>\w)\43"""	"""aa"""	"RegexOptions.None"	"0"	"2"	"true"	"""aa"""
"""(abbc)(?(1)111|222)"""	"""abbc222"""	"RegexOptions.None"	"0"	"7"	"false"	"string.Empty"
"""            ((.)+) #comment     """	"""abc"""	"RegexOptions.IgnorePatternWhitespace"	"0"	"3"	"true"	"""abc"""
"""\x20([^/]+)\x20\x20\x20\x20\x20\x20\x20"""	""" abc       """	"RegexOptions.IgnorePatternWhitespace"	"0"	"10"	"true"	""" abc      """
"""aaa(?i:match this)bbb"""	"""aaaMaTcH ThIsbbb"""	"RegexOptions.None"	"0"	"16"	"true"	"""aaaMaTcH ThIsbbb"""
"""aAa(?-i:match this)bbb"""	"""AaAmatch thisBBb"""	"RegexOptions.IgnoreCase"	"0"	"16"	"true"	"""AaAmatch thisBBb"""
"""aaa(?imnsx-imnsx:match this)bbb"""	"""AaAmatcH thisBBb"""	"RegexOptions.IgnoreCase"	"0"	"16"	"false"	"string.Empty"
"""aAa(?#ignore this completely)bbb"""	"""aAabbb"""	"RegexOptions.None"	"0"	"6"	"true"	"""aAabbb"""
"""[a-z0-9]+"""	""""""	"RegexOptions.None"	"0"	"0"	"false"	"string.Empty"
"@""(?<1>\d{3})(?<2>\d{3})(?<3>\d{4})"""	"""8885551111"""	"RegexOptions.None"	"0"	"10"	"true"	"""8885551111"""
"@""(?<1>\d{3})(?<2>\d{3})(?<3>\d{4})"""	"""Invalid string"""	"RegexOptions.None"	"0"	"14"	"false"	"string.Empty"
"""^(cat|chat)"""	"""cats are bad"""	"RegexOptions.None"	"0"	"12"	"true"	"""cat"""
"""abc"""	"""abc"""	"RegexOptions.None"	"0"	"3"	"true"	"""abc"""
"""abc"""	"""aBc"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"""abc"""	"""aBc"""	"RegexOptions.IgnoreCase"	"0"	"3"	"true"	"""aBc"""
"@""a+\.?b*\.+c{2}"""	"""ab.cc"""	"RegexOptions.None"	"0"	"5"	"true"	"""ab.cc"""
"@""\s+\d+"""	"""sdf 12sad"""	"RegexOptions.RightToLeft"	"0"	"9"	"true"	""" 12"""
"@""\s+\d+"""	""" asdf12 """	"RegexOptions.RightToLeft"	"0"	"6"	"false"	"string.Empty"
"""aaa"""	"""aaabbb"""	"RegexOptions.None"	"3"	"3"	"false"	"string.Empty"
"@""foo\d+"""	"""0123456789foo4567890foo         """	"RegexOptions.RightToLeft"	"10"	"3"	"false"	"string.Empty"
"@""foo\d+"""	"""0123456789foo4567890foo         """	"RegexOptions.RightToLeft"	"11"	"21"	"false"	"string.Empty"
"""AAA"""	"""aaabbb"""	"RegexOptions.IgnoreCase"	"0"	"6"	"true"	"""aaa"""
"@""\p{Lu}"""	"""1bc"""	"RegexOptions.IgnoreCase"	"0"	"3"	"true"	"""b"""
"@""\p{Ll}"""	"""1bc"""	"RegexOptions.IgnoreCase"	"0"	"3"	"true"	"""b"""
"@""\p{Lt}"""	"""1bc"""	"RegexOptions.IgnoreCase"	"0"	"3"	"true"	"""b"""
"@""\p{Lo}"""	"""1bc"""	"RegexOptions.IgnoreCase"	"0"	"3"	"false"	"string.Empty"
"@""\D+"""	"""12321"""	"RegexOptions.None"	"0"	"5"	"false"	"string.Empty"
"""(?<first_name>\\S+)\\s(?<last_name>\\S+)"""	"""David Bau"""	"RegexOptions.None"	"0"	"9"	"true"	"""David Bau"""
"""^b"""	"""abc"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""foo\d+"""	"""0123456789foo4567890foo         """	"RegexOptions.RightToLeft"	"0"	"32"	"true"	"""foo4567890"""
"@""foo\d+"""	"""0123456789foo4567890foo         """	"RegexOptions.RightToLeft"	"10"	"22"	"true"	"""foo4567890"""
"@""foo\d+"""	"""0123456789foo4567890foo         """	"RegexOptions.RightToLeft"	"10"	"4"	"true"	"""foo4"""
"@""\s*(.*?)\s*$"""	""" Hello World """	"RegexOptions.None"	"0"	"13"	"true"	""" Hello World """
"@""(?<cat>cat)\w+(?<dog-0>dog)"""	"""cat_Hello_World_dog"""	"RegexOptions.None"	"0"	"19"	"false"	"string.Empty"
"@""\A(cat)\s+(dog)"""	"""cat   \n\n\ncat     dog"""	"RegexOptions.None"	"0"	"20"	"false"	"string.Empty"
"@""\A(cat)\s+(dog)"""	"""cat   \n\n\ncat     dog"""	"RegexOptions.Multiline"	"0"	"20"	"false"	"string.Empty"
"@""\A(cat)\s+(dog)"""	"""cat   \n\n\ncat     dog"""	"RegexOptions.ECMAScript"	"0"	"20"	"false"	"string.Empty"
"@""(cat)\s+(dog)\Z"""	"""cat   dog\n\n\ncat"""	"RegexOptions.None"	"0"	"15"	"false"	"string.Empty"
"@""(cat)\s+(dog)\Z"""	"""cat   dog\n\n\ncat     """	"RegexOptions.Multiline"	"0"	"20"	"false"	"string.Empty"
"@""(cat)\s+(dog)\Z"""	"""cat   dog\n\n\ncat     """	"RegexOptions.ECMAScript"	"0"	"20"	"false"	"string.Empty"
"@""(cat)\s+(dog)\z"""	"""cat   dog\n\n\ncat"""	"RegexOptions.None"	"0"	"15"	"false"	"string.Empty"
"@""(cat)\s+(dog)\z"""	"""cat   dog\n\n\ncat     """	"RegexOptions.Multiline"	"0"	"20"	"false"	"string.Empty"
"@""(cat)\s+(dog)\z"""	"""cat   dog\n\n\ncat     """	"RegexOptions.ECMAScript"	"0"	"20"	"false"	"string.Empty"
"@""(cat)\s+(dog)\z"""	"""cat   \n\n\n   dog\n"""	"RegexOptions.None"	"0"	"16"	"false"	"string.Empty"
"@""(cat)\s+(dog)\z"""	"""cat   \n\n\n   dog\n"""	"RegexOptions.Multiline"	"0"	"16"	"false"	"string.Empty"
"@""(cat)\s+(dog)\z"""	"""cat   \n\n\n   dog\n"""	"RegexOptions.ECMAScript"	"0"	"16"	"false"	"string.Empty"
"@""\b@cat"""	"""123START123;@catEND"""	"RegexOptions.None"	"0"	"19"	"false"	"string.Empty"
"@""\b<cat"""	"""123START123'<catEND"""	"RegexOptions.None"	"0"	"19"	"false"	"string.Empty"
"@""\b,cat"""	"""satwe,,,START',catEND"""	"RegexOptions.None"	"0"	"21"	"false"	"string.Empty"
"@""\b\[cat"""	"""`12START123'[catEND"""	"RegexOptions.None"	"0"	"19"	"false"	"string.Empty"
"@""\B@cat"""	"""123START123@catEND"""	"RegexOptions.None"	"0"	"18"	"false"	"string.Empty"
"@""\B<cat"""	"""123START123<catEND"""	"RegexOptions.None"	"0"	"18"	"false"	"string.Empty"
"@""\B,cat"""	"""satwe,,,START,catEND"""	"RegexOptions.None"	"0"	"20"	"false"	"string.Empty"
"@""\B\[cat"""	"""`12START123[catEND"""	"RegexOptions.None"	"0"	"18"	"false"	"string.Empty"
"@""http://([a-zA-z0-9\-]*\.?)*?(:[0-9]*)??/"""	"""http://www.msn.com"""	"RegexOptions.IgnoreCase"	"0"	"18"	"false"	"string.Empty"
"""(?!)"""	"""(?!)cat"""	"RegexOptions.None"	"0"	"7"	"false"	"string.Empty"
"""(?<!)"""	"""(?<!)cat"""	"RegexOptions.None"	"0"	"8"	"false"	"string.Empty"
"""(?(cat)|dog)"""	"""cat"""	"RegexOptions.None"	"0"	"3"	"true"	"string.Empty"
"""(?(cat)|dog)"""	"""catdog"""	"RegexOptions.None"	"0"	"6"	"true"	"string.Empty"
"""(?(cat)dog1|dog2)"""	"""catdog1"""	"RegexOptions.None"	"0"	"7"	"false"	"string.Empty"
"""(?(cat)dog1|dog2)"""	"""catdog2"""	"RegexOptions.None"	"0"	"7"	"true"	"""dog2"""
"""(?(cat)dog1|dog2)"""	"""catdog1dog2"""	"RegexOptions.None"	"0"	"11"	"true"	"""dog2"""
"""(?(dog2))"""	"""dog2"""	"RegexOptions.None"	"0"	"4"	"true"	"string.Empty"
"""(?(cat)|dog)"""	"""oof"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"""(?(a:b))"""	"""a"""	"RegexOptions.None"	"0"	"1"	"true"	"string.Empty"
"""(?(a:))"""	"""a"""	"RegexOptions.None"	"0"	"1"	"true"	"string.Empty"
"""[abcd-[abcd]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[1234-[1234]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[^abcd-[^abcd]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[^1234-[^1234]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[a-z-[a-z]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[0-9-[0-9]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[^a-z-[^a-z]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"""[^0-9-[^0-9]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\w-[\w]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\W-[\W]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\s-[\s]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\S-[\S]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\d-[\d]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\D-[\D]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\w-[^\w]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\W-[^\W]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\s-[^\s]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\S-[^\S]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\d-[^\d]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\D-[^\D]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\w-[\W]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\w-[^\W]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\s-[\S]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\s-[^\S]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\d-[\D]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\d-[^\D]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\p{Ll}-[\p{Ll}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\P{Ll}-[\P{Ll}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\p{Lu}-[\p{Lu}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\P{Lu}-[\P{Lu}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\p{Nd}-[\p{Nd}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\P{Nd}-[\P{Nd}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\p{Ll}-[^\p{Ll}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\P{Ll}-[^\P{Ll}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\p{Lu}-[^\p{Lu}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\P{Lu}-[^\P{Lu}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\p{Nd}-[^\p{Nd}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\P{Nd}-[^\P{Nd}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\p{Ll}-[\P{Ll}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\p{Ll}-[^\P{Ll}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\p{Lu}-[\P{Lu}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\p{Lu}-[^\P{Lu}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[^\p{Nd}-[\P{Nd}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[\p{Nd}-[^\P{Nd}]]+"""	"""abcxyzABCXYZ`!@#$%^&*()_-+= \t\n"""	"RegexOptions.None"	"0"	"30"	"false"	"string.Empty"
"@""[ab\-\[cd-[-[]]]]"""	"""[]]"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""[ab\-\[cd-[-[]]]]"""	"""-]]"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""[ab\-\[cd-[-[]]]]"""	"""`]]"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""[ab\-\[cd-[-[]]]]"""	"""e]]"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""[ab\-\[cd-[[]]]]"""	"""']]"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""[ab\-\[cd-[[]]]]"""	"""e]]"""	"RegexOptions.None"	"0"	"3"	"false"	"string.Empty"
"@""[a-[a-f]]"""	"""abcdefghijklmnopqrstuvwxyz"""	"RegexOptions.None"	"0"	"26"	"false"	"string.Empty"
"@""(cat)(\c[*)(dog)"""	"""asdlkcat\u00FFdogiwod"""	"RegexOptions.None"	"0"	"15"	"false"	"string.Empty"
"@""(\uD82F[\uDCA0-\uDCA3])"""	"""\uD82F\uDCA2"""	"RegexOptions.CultureInvariant"	"0"	"2"	"true"	"""\uD82F\uDCA2"""
