"@""\D""";"RegexOptions.None";"""1""";"""Fail."""
"@""\D""";"RegexOptions.None";"""-""";"""Pass. Group[0]=(0,1)"""
"@""[\w]""";"RegexOptions.None";"""a""";"""Pass. Group[0]=(0,1)"""
"@""[\w]""";"RegexOptions.None";"""-""";"""Fail."""
"@""[\W]""";"RegexOptions.None";"""a""";"""Fail."""
"@""[\W]""";"RegexOptions.None";"""-""";"""Pass. Group[0]=(0,1)"""
"@""a[\s]b""";"RegexOptions.None";"""a b""";"""Pass. Group[0]=(0,3)"""
"@""a[\s]b""";"RegexOptions.None";"""a-b""";"""Fail."""
"@""a[\S]b""";"RegexOptions.None";"""a b""";"""Fail."""
"@""a[\S]b""";"RegexOptions.None";"""a-b""";"""Pass. Group[0]=(0,3)"""
"@""[\d]""";"RegexOptions.None";"""1""";"""Pass. Group[0]=(0,1)"""
"@""[\d]""";"RegexOptions.None";"""-""";"""Fail."""
"@""[\D]""";"RegexOptions.None";"""1""";"""Fail."""
"@""[\D]""";"RegexOptions.None";"""-""";"""Pass. Group[0]=(0,1)"""
"@""ab|cd""";"RegexOptions.None";"""abc""";"""Pass. Group[0]=(0,2)"""
"@""ab|cd""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,2)"""
"@""()ef""";"RegexOptions.None";"""def""";"""Pass. Group[0]=(1,2) Group[1]=(1,0)"""
"@""*a""";"RegexOptions.None";"""-""";"""Error."""
"@""(*)b""";"RegexOptions.None";"""-""";"""Error."""
"@""$b""";"RegexOptions.None";"""b""";"""Fail."""
"@""a\""";"RegexOptions.None";"""-""";"""Error."""
"@""a\(b""";"RegexOptions.None";"""a(b""";"""Pass. Group[0]=(0,3)"""
"@""a\(*b""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,2)"""
"@""a\(*b""";"RegexOptions.None";"""a((b""";"""Pass. Group[0]=(0,4)"""
"@""a\\b""";"RegexOptions.None";"""a\\b""";"""Pass. Group[0]=(0,3)"""
"@""abc)""";"RegexOptions.None";"""-""";"""Error."""
"@""(abc""";"RegexOptions.None";"""-""";"""Error."""
"@""((a))""";"RegexOptions.None";"""abc""";"""Pass. Group[0]=(0,1) Group[1]=(0,1) Group[2]=(0,1)"""
"@""(a)b(c)""";"RegexOptions.None";"""abc""";"""Pass. Group[0]=(0,3) Group[1]=(0,1) Group[2]=(2,1)"""
"@""a+b+c""";"RegexOptions.None";"""aabbabc""";"""Pass. Group[0]=(4,3)"""
"@""a{1,}b{1,}c""";"RegexOptions.None";"""aabbabc""";"""Pass. Group[0]=(4,3)"""
"@""a**""";"RegexOptions.None";"""-""";"""Error."""
"@""a.+?c""";"RegexOptions.None";"""abcabc""";"""Pass. Group[0]=(0,3)"""
"@""(a+|b)*""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b){0,}""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b)+""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b){1,}""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b)?""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,1) Group[1]=(0,1)"""
"@""(a+|b){0,1}""";"RegexOptions.None";"""ab""";"""Pass. Group[0]=(0,1) Group[1]=(0,1)"""
"@"")(""";"RegexOptions.None";"""-""";"""Error."""
"@""[^ab]*""";"RegexOptions.None";"""cde""";"""Pass. Group[0]=(0,3)"""
"@""abc""";"RegexOptions.None";"""""";"""Fail."""
"@""a*""";"RegexOptions.None";"""""";"""Pass. Group[0]=(0,0)"""
"@""([abc])*d""";"RegexOptions.None";"""abbbcd""";"""Pass. Group[0]=(0,6) Group[1]=(0,1)(1,1)(2,1)(3,1)(4,1)"""
"@""([abc])*bcd""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4) Group[1]=(0,1)"""
"@""a|b|c|d|e""";"RegexOptions.None";"""e""";"""Pass. Group[0]=(0,1)"""
"@""(a|b|c|d|e)f""";"RegexOptions.None";"""ef""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)"""
"@""abcd*efg""";"RegexOptions.None";"""abcdefg""";"""Pass. Group[0]=(0,7)"""
"@""ab*""";"RegexOptions.None";"""xabyabbbz""";"""Pass. Group[0]=(1,2)"""
"@""ab*""";"RegexOptions.None";"""xayabbbz""";"""Pass. Group[0]=(1,1)"""
"@""(ab|cd)e""";"RegexOptions.None";"""abcde""";"""Pass. Group[0]=(2,3) Group[1]=(2,2)"""
"@""[abhgefdc]ij""";"RegexOptions.None";"""hij""";"""Pass. Group[0]=(0,3)"""
"@""^(ab|cd)e""";"RegexOptions.None";"""abcde""";"""Fail."""
"@""(abc|)ef""";"RegexOptions.None";"""abcdef""";"""Pass. Group[0]=(4,2) Group[1]=(4,0)"""
"@""(a|b)c*d""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(1,3) Group[1]=(1,1)"""
"@""(ab|ab*)bc""";"RegexOptions.None";"""abc""";"""Pass. Group[0]=(0,3) Group[1]=(0,1)"""
"@""a([bc]*)c*""";"RegexOptions.None";"""abc""";"""Pass. Group[0]=(0,3) Group[1]=(1,2)"""
"@""a([bc]*)(c*d)""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4) Group[1]=(1,2) Group[2]=(3,1)"""
"@""a([bc]+)(c*d)""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4) Group[1]=(1,2) Group[2]=(3,1)"""
"@""a([bc]*)(c+d)""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4) Group[1]=(1,1) Group[2]=(2,2)"""
"@""a[bcd]*dcdcde""";"RegexOptions.None";"""adcdcde""";"""Pass. Group[0]=(0,7)"""
"@""a[bcd]+dcdcde""";"RegexOptions.None";"""adcdcde""";"""Fail."""
"@""(ab|a)b*c""";"RegexOptions.None";"""abc""";"""Pass. Group[0]=(0,3) Group[1]=(0,2)"""
"@""((a)(b)c)(d)""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4) Group[1]=(0,3) Group[2]=(0,1) Group[3]=(1,1) Group[4]=(3,1)"""
"@""[a-zA-Z_][a-zA-Z0-9_]*""";"RegexOptions.None";"""alpha""";"""Pass. Group[0]=(0,5)"""
"@""^a(bc+|b[eh])g|.h$""";"RegexOptions.None";"""abh""";"""Pass. Group[0]=(1,2) Group[1]="""
"@""(bc+d$|ef*g.|h?i(j|k))""";"RegexOptions.None";"""effgz""";"""Pass. Group[0]=(0,5) Group[1]=(0,5) Group[2]="""
"@""(bc+d$|ef*g.|h?i(j|k))""";"RegexOptions.None";"""ij""";"""Pass. Group[0]=(0,2) Group[1]=(0,2) Group[2]=(1,1)"""
"@""(bc+d$|ef*g.|h?i(j|k))""";"RegexOptions.None";"""effg""";"""Fail."""
"@""(bc+d$|ef*g.|h?i(j|k))""";"RegexOptions.None";"""bcdd""";"""Fail."""
"@""(bc+d$|ef*g.|h?i(j|k))""";"RegexOptions.None";"""reffgz""";"""Pass. Group[0]=(1,5) Group[1]=(1,5) Group[2]="""
"@""((((((((((a))))))))))""";"RegexOptions.None";"""a""";"""Pass. Group[0]=(0,1) Group[1]=(0,1) Group[2]=(0,1) Group[3]=(0,1) Group[4]=(0,1) Group[5]=(0,1) Group[6]=(0,1) Group[7]=(0,1) Group[8]=(0,1) Group[9]=(0,1) Group[10]=(0,1)"""
"@""((((((((((a))))))))))\10""";"RegexOptions.None";"""aa""";"""Pass. Group[0]=(0,2) Group[1]=(0,1) Group[2]=(0,1) Group[3]=(0,1) Group[4]=(0,1) Group[5]=(0,1) Group[6]=(0,1) Group[7]=(0,1) Group[8]=(0,1) Group[9]=(0,1) Group[10]=(0,1)"""
"@""((((((((((a))))))))))!""";"RegexOptions.None";"""aa""";"""Fail."""
"@""((((((((((a))))))))))!""";"RegexOptions.None";"""a!""";"""Pass. Group[0]=(0,2) Group[1]=(0,1) Group[2]=(0,1) Group[3]=(0,1) Group[4]=(0,1) Group[5]=(0,1) Group[6]=(0,1) Group[7]=(0,1) Group[8]=(0,1) Group[9]=(0,1) Group[10]=(0,1)"""
"@""(((((((((a)))))))))""";"RegexOptions.None";"""a""";"""Pass. Group[0]=(0,1) Group[1]=(0,1) Group[2]=(0,1) Group[3]=(0,1) Group[4]=(0,1) Group[5]=(0,1) Group[6]=(0,1) Group[7]=(0,1) Group[8]=(0,1) Group[9]=(0,1)"""
"@""multiple words of text""";"RegexOptions.None";"""uh-uh""";"""Fail."""
"@""multiple words""";"RegexOptions.None";"""multiple words, yeah""";"""Pass. Group[0]=(0,14)"""
"@""(.*)c(.*)""";"RegexOptions.None";"""abcde""";"""Pass. Group[0]=(0,5) Group[1]=(0,2) Group[2]=(3,2)"""
"@""\((.*), (.*)\)""";"RegexOptions.None";"""(a, b)""";"""Pass. Group[0]=(0,6) Group[1]=(1,1) Group[2]=(4,1)"""
"@""[k]""";"RegexOptions.None";"""ab""";"""Fail."""
"@""abcd""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4)"""
"@""a(bc)d""";"RegexOptions.None";"""abcd""";"""Pass. Group[0]=(0,4) Group[1]=(1,2)"""
"@""a[-]?c""";"RegexOptions.None";"""ac""";"""Pass. Group[0]=(0,2)"""
"@""(abc)\1""";"RegexOptions.None";"""abcabc""";"""Pass. Group[0]=(0,6) Group[1]=(0,3)"""
"@""([a-c]*)\1""";"RegexOptions.None";"""abcabc""";"""Pass. Group[0]=(0,6) Group[1]=(0,3)"""
"@""\1""";"RegexOptions.None";"""-""";"""Error."""
"@""\2""";"RegexOptions.None";"""-""";"""Error."""
"@""(a)|\1""";"RegexOptions.None";"""a""";"""Pass. Group[0]=(0,1) Group[1]=(0,1)"""
"@""(a)|\1""";"RegexOptions.None";"""x""";"""Fail."""
"@""(a)|\2""";"RegexOptions.None";"""-""";"""Error."""
"@""(([a-c])b*?\2)*""";"RegexOptions.None";"""ababbbcbc""";"""Pass. Group[0]=(0,5) Group[1]=(0,3)(3,2) Group[2]=(0,1)(3,1)"""
"@""(([a-c])b*?\2){3}""";"RegexOptions.None";"""ababbbcbc""";"""Pass. Group[0]=(0,9) Group[1]=(0,3)(3,3)(6,3) Group[2]=(0,1)(3,1)(6,1)"""
"@""((\3|b)\2(a)x)+""";"RegexOptions.None";"""aaxabxbaxbbx""";"""Fail."""
"@""((\3|b)\2(a)x)+""";"RegexOptions.None";"""aaaxabaxbaaxbbax""";"""Pass. Group[0]=(12,4) Group[1]=(12,4) Group[2]=(12,1) Group[3]=(14,1)"""
"@""((\3|b)\2(a)){2,}""";"RegexOptions.None";"""bbaababbabaaaaabbaaaabba""";"""Pass. Group[0]=(15,9) Group[1]=(15,3)(18,3)(21,3) Group[2]=(15,1)(18,1)(21,1) Group[3]=(17,1)(20,1)(23,1)"""
"@""abc""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""abc""";"RegexOptions.IgnoreCase";"""XBC""";"""Fail."""
"@""abc""";"RegexOptions.IgnoreCase";"""AXC""";"""Fail."""
"@""abc""";"RegexOptions.IgnoreCase";"""ABX""";"""Fail."""
"@""abc""";"RegexOptions.IgnoreCase";"""XABCY""";"""Pass. Group[0]=(1,3)"""
"@""abc""";"RegexOptions.IgnoreCase";"""ABABC""";"""Pass. Group[0]=(2,3)"""
"@""ab*c""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""ab*bc""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""ab*bc""";"RegexOptions.IgnoreCase";"""ABBC""";"""Pass. Group[0]=(0,4)"""
"@""ab*?bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Pass. Group[0]=(0,6)"""
"@""ab{0,}?bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Pass. Group[0]=(0,6)"""
"@""ab+?bc""";"RegexOptions.IgnoreCase";"""ABBC""";"""Pass. Group[0]=(0,4)"""
"@""ab+bc""";"RegexOptions.IgnoreCase";"""ABC""";"""Fail."""
"@""ab+bc""";"RegexOptions.IgnoreCase";"""ABQ""";"""Fail."""
"@""ab{1,}bc""";"RegexOptions.IgnoreCase";"""ABQ""";"""Fail."""
"@""ab+bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Pass. Group[0]=(0,6)"""
"@""ab{1,}?bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Pass. Group[0]=(0,6)"""
"@""ab{1,3}?bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Pass. Group[0]=(0,6)"""
"@""ab{3,4}?bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Pass. Group[0]=(0,6)"""
"@""ab{4,5}?bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Fail."""
"@""ab??bc""";"RegexOptions.IgnoreCase";"""ABBC""";"""Pass. Group[0]=(0,4)"""
"@""ab??bc""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""ab{0,1}?bc""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""ab??bc""";"RegexOptions.IgnoreCase";"""ABBBBC""";"""Fail."""
"@""ab??c""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""ab{0,1}?c""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""^abc$""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""^abc$""";"RegexOptions.IgnoreCase";"""ABCC""";"""Fail."""
"@""^abc""";"RegexOptions.IgnoreCase";"""ABCC""";"""Pass. Group[0]=(0,3)"""
"@""^abc$""";"RegexOptions.IgnoreCase";"""AABC""";"""Fail."""
"@""abc$""";"RegexOptions.IgnoreCase";"""AABC""";"""Pass. Group[0]=(1,3)"""
"@""^""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,0)"""
"@""$""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(3,0)"""
"@""a.c""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3)"""
"@""a.c""";"RegexOptions.IgnoreCase";"""AXC""";"""Pass. Group[0]=(0,3)"""
"@""a.*?c""";"RegexOptions.IgnoreCase";"""AXYZC""";"""Pass. Group[0]=(0,5)"""
"@""a.*c""";"RegexOptions.IgnoreCase";"""AXYZD""";"""Fail."""
"@""a[bc]d""";"RegexOptions.IgnoreCase";"""ABC""";"""Fail."""
"@""a[bc]d""";"RegexOptions.IgnoreCase";"""ABD""";"""Pass. Group[0]=(0,3)"""
"@""a[b-d]e""";"RegexOptions.IgnoreCase";"""ABD""";"""Fail."""
"@""a[b-d]e""";"RegexOptions.IgnoreCase";"""ACE""";"""Pass. Group[0]=(0,3)"""
"@""a[b-d]""";"RegexOptions.IgnoreCase";"""AAC""";"""Pass. Group[0]=(1,2)"""
"@""a[-b]""";"RegexOptions.IgnoreCase";"""A-""";"""Pass. Group[0]=(0,2)"""
"@""a[b-]""";"RegexOptions.IgnoreCase";"""A-""";"""Pass. Group[0]=(0,2)"""
"@""a[b-a]""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""a[]b""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""a[""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""a]""";"RegexOptions.IgnoreCase";"""A]""";"""Pass. Group[0]=(0,2)"""
"@""a[]]b""";"RegexOptions.IgnoreCase";"""A]B""";"""Pass. Group[0]=(0,3)"""
"@""a[^bc]d""";"RegexOptions.IgnoreCase";"""AED""";"""Pass. Group[0]=(0,3)"""
"@""a[^bc]d""";"RegexOptions.IgnoreCase";"""ABD""";"""Fail."""
"@""a[^-b]c""";"RegexOptions.IgnoreCase";"""ADC""";"""Pass. Group[0]=(0,3)"""
"@""a[^-b]c""";"RegexOptions.IgnoreCase";"""A-C""";"""Fail."""
"@""a[^]b]c""";"RegexOptions.IgnoreCase";"""A]C""";"""Fail."""
"@""a[^]b]c""";"RegexOptions.IgnoreCase";"""ADC""";"""Pass. Group[0]=(0,3)"""
"@""ab|cd""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,2)"""
"@""ab|cd""";"RegexOptions.IgnoreCase";"""ABCD""";"""Pass. Group[0]=(0,2)"""
"@""()ef""";"RegexOptions.IgnoreCase";"""DEF""";"""Pass. Group[0]=(1,2) Group[1]=(1,0)"""
"@""*a""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""(*)b""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""$b""";"RegexOptions.IgnoreCase";"""B""";"""Fail."""
"@""a\""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""a\(b""";"RegexOptions.IgnoreCase";"""A(B""";"""Pass. Group[0]=(0,3)"""
"@""a\(*b""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,2)"""
"@""a\(*b""";"RegexOptions.IgnoreCase";"""A((B""";"""Pass. Group[0]=(0,4)"""
"@""a\\b""";"RegexOptions.IgnoreCase";"""A\\B""";"""Pass. Group[0]=(0,3)"""
"@""abc)""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""(abc""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""((a))""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,1) Group[1]=(0,1) Group[2]=(0,1)"""
"@""(a)b(c)""";"RegexOptions.IgnoreCase";"""ABC""";"""Pass. Group[0]=(0,3) Group[1]=(0,1) Group[2]=(2,1)"""
"@""a+b+c""";"RegexOptions.IgnoreCase";"""AABBABC""";"""Pass. Group[0]=(4,3)"""
"@""a{1,}b{1,}c""";"RegexOptions.IgnoreCase";"""AABBABC""";"""Pass. Group[0]=(4,3)"""
"@""a**""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""a.+?c""";"RegexOptions.IgnoreCase";"""ABCABC""";"""Pass. Group[0]=(0,3)"""
"@""a.*?c""";"RegexOptions.IgnoreCase";"""ABCABC""";"""Pass. Group[0]=(0,3)"""
"@""a.{0,5}?c""";"RegexOptions.IgnoreCase";"""ABCABC""";"""Pass. Group[0]=(0,3)"""
"@""(a+|b)*""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b){0,}""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b)+""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b){1,}""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)(1,1)"""
"@""(a+|b)?""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,1) Group[1]=(0,1)"""
"@""(a+|b){0,1}""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,1) Group[1]=(0,1)"""
"@""(a+|b){0,1}?""";"RegexOptions.IgnoreCase";"""AB""";"""Pass. Group[0]=(0,0) Group[1]="""
"@"")(""";"RegexOptions.IgnoreCase";"""-""";"""Error."""
"@""[^ab]*""";"RegexOptions.IgnoreCase";"""CDE""";"""Pass. Group[0]=(0,3)"""
"@""abc""";"RegexOptions.IgnoreCase";"""""";"""Fail."""
"@""a*""";"RegexOptions.IgnoreCase";"""""";"""Pass. Group[0]=(0,0)"""
"@""([abc])*d""";"RegexOptions.IgnoreCase";"""ABBBCD""";"""Pass. Group[0]=(0,6) Group[1]=(0,1)(1,1)(2,1)(3,1)(4,1)"""
"@""([abc])*bcd""";"RegexOptions.IgnoreCase";"""ABCD""";"""Pass. Group[0]=(0,4) Group[1]=(0,1)"""
"@""a|b|c|d|e""";"RegexOptions.IgnoreCase";"""E""";"""Pass. Group[0]=(0,1)"""
"@""(a|b|c|d|e)f""";"RegexOptions.IgnoreCase";"""EF""";"""Pass. Group[0]=(0,2) Group[1]=(0,1)"""
"@""abcd*efg""";"RegexOptions.IgnoreCase";"""ABCDEFG""";"""Pass. Group[0]=(0,7)"""
"@""ab*""";"RegexOptions.IgnoreCase";"""XABYABBBZ""";"""Pass. Group[0]=(1,2)"""
"@""ab*""";"RegexOptions.IgnoreCase";"""XAYABBBZ""";"""Pass. Group[0]=(1,1)"""
"@""(ab|cd)e""";"RegexOptions.IgnoreCase";"""ABCDE""";"""Pass. Group[0]=(2,3) Group[1]=(2,2)"""
"@""[abhgefdc]ij""";"RegexOptions.IgnoreCase";"""HIJ""";"""Pass. Group[0]=(0,3)"""
"@""^(ab|cd)e""";"RegexOptions.IgnoreCase";"""ABCDE""";"""Fail."""
"@""(abc|)ef""";"RegexOptions.IgnoreCase";"""ABCDEF""";"""Pass. Group[0]=(4,2) Group[1]=(4,0)"""
