"'a{0,0}b'"	"'ab'"	"'Q'"
"'a{0,1}b'"	"'ab'"	"'Q'"
"'a{0,2}b'"	"'b'"	"'Q'"
"'a{0,2}b'"	"'aab'"	"'Q'"
"'a{0,}b'"	"'aab'"	"'Q'"
"'a{1,1}b'"	"'aab'"	"'Q'"
"'a{1,3}b'"	"'aaaab'"	"'Q'"
"'a{1,3}b'"	"'b'"	"'Q'"
"'a{1,}b'"	"'aab'"	"'Q'"
"'a{2,3}b'"	"'ab'"	"'Q'"
"'a{2,3}b'"	"'aaaab'"	"'Q'"
"'a{2,}b'"	"'ab'"	"'Q'"
"'a{2,}b'"	"'aaaab'"	"'Q'"
"'a[bc]'"	"'ac'"	"''"
"'a[bc]'"	"'ac'"	"'b'"
"'a[-]'"	"'a-'"	"''"
"'a[-]'"	"'a-'"	"'b'"
"'a[[.-.]]'"	"'a-'"	"''"
"'a[[.-.]]'"	"'a-'"	"'b'"
"'a[[.zero.]]'"	"'a0'"	"'L'"
"'a[[.zero.]]'"	"'a0'"	"'Lb'"
"'a[[.zero.]-9]'"	"'a2'"	"'LM'"
"'a[[.zero.]-9]'"	"'a2'"	"'LMb'"
"'a[0-[.9.]]'"	"'a2'"	"'M'"
"'a[0-[.9.]]'"	"'a2'"	"'Mb'"
"'a[[=x=]]'"	"'ax'"	"'+L'"
"'a[[=x=]]'"	"'ax'"	"'+Lb'"
"'a[[=x=]]'"	"'ay'"	"'+L'"
"'a[[=x=]]'"	"'ay'"	"'+Lb'"
"'a[[=x=]]'"	"'az'"	"'+L'"
"'a[[=x=]]'"	"'az'"	"'+Lb'"
"'a[0-[=x=]]'"	"''"	"''"
"'a[0-[=x=]]'"	"''"	"'b'"
"'a[[:digit:]]'"	"'a0'"	"'L'"
"'a[[:digit:]]'"	"'a0'"	"'Lb'"
"'a[[:woopsie:]]'"	"''"	"''"
"'a[[:woopsie:]]'"	"''"	"'b'"
"'a[[:digit:]]'"	"'ab'"	"'L'"
"'a[[:digit:]]'"	"'ab'"	"'Lb'"
"'a[0-[:digit:]]'"	"''"	"''"
"'a[0-[:digit:]]'"	"''"	"'b'"
"'[[:<:]]a'"	"'a'"	"'LP'"
"'[[:<:]]a'"	"'a'"	"'LPb'"
"'a[[:>:]]'"	"'a'"	"'LP'"
"'a[[:>:]]'"	"'a'"	"'LPb'"
"'a[[..]]b'"	"''"	"''"
"'a[[..]]b'"	"''"	"'b'"
"'a[[==]]b'"	"''"	"''"
"'a[[==]]b'"	"''"	"'b'"
"'a[[::]]b'"	"''"	"''"
"'a[[::]]b'"	"''"	"'b'"
"'a[[.a'"	"''"	"''"
"'a[[.a'"	"''"	"'b'"
"'a[[=a'"	"''"	"''"
"'a[[=a'"	"''"	"'b'"
"'a[[:a'"	"''"	"''"
"'a[[:a'"	"''"	"'b'"
"'a['"	"''"	"''"
"'a['"	"''"	"'b'"
"'a[b'"	"''"	"''"
"'a[b'"	"''"	"'b'"
"'a[b-'"	"''"	"''"
"'a[b-'"	"''"	"'b'"
"'a[b-c'"	"''"	"''"
"'a[b-c'"	"''"	"'b'"
"'a[b-c]'"	"'ab'"	"'M'"
"'a[b-c]'"	"'ab'"	"'Mb'"
"'a[b-b]'"	"'ab'"	"''"
"'a[b-b]'"	"'ab'"	"'b'"
"'a[1-2]'"	"'a2'"	"'M'"
"'a[1-2]'"	"'a2'"	"'Mb'"
"'a[c-b]'"	"''"	"''"
"'a[c-b]'"	"''"	"'b'"
"'a[a-b-c]'"	"''"	"''"
"'a[a-b-c]'"	"''"	"'b'"
"'a[--?]b'"	"'a?b'"	"'M'"
"'a[--?]b'"	"'a?b'"	"'Mb'"
"'a[---]b'"	"'a-b'"	"''"
"'a[---]b'"	"'a-b'"	"'b'"
"'a[]b]c'"	"'a]c'"	"''"
"'a[]b]c'"	"'a]c'"	"'b'"
"'a[\]]b'"	"'a]b'"	"'EP'"
"'a[\]]b'"	"'a]b'"	"'bE'"
"'a[\]]b'"	"'a\]b'"	"'bE'"
"'a[\]]b'"	"'a\]b'"	"'eE'"
"'a[\\]b'"	"'a\b'"	"'EP'"
"'a[\\]b'"	"'a\b'"	"'eE'"
"'a[\\]b'"	"'a\b'"	"'bE'"
"'a[\Z]b'"	"''"	"'-'"
"'a[[b]c'"	"'a[c'"	"''"
"'a[[b]c'"	"'a[c'"	"'b'"
