"@""\k<""";"RegexOptions.ECMAScript";"RegexParseError.MalformedNameRef"
"@""\k< """;"RegexOptions.ECMAScript";"null"
"@""\k<0""";"RegexOptions.ECMAScript";"null"
"@""\k<0 """;"RegexOptions.ECMAScript";"null"
"@""\k<0>""";"RegexOptions.ECMAScript";"null"
"@""\k<0> """;"RegexOptions.ECMAScript";"null"
"@""\k'""";"RegexOptions.None";"RegexParseError.MalformedNameRef"
"@""\k' """;"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""\k'0""";"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""\k'0 """;"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""\k'0'""";"RegexOptions.None";"null"
"@""\k'0' """;"RegexOptions.None";"null"
"@""\k'00' """;"RegexOptions.None";"null"
"@""\k'a' """;"RegexOptions.None";"RegexParseError.UndefinedNameRef"
"@""(?<a>)\k'a' """;"RegexOptions.None";"null"
"@""\k<0' """;"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""\k'0> """;"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""\""";"RegexOptions.None";"RegexParseError.IllegalEndEscape"
"@""\ """;"RegexOptions.None";"null"
"@""\<""";"RegexOptions.None";"null"
"@""\< """;"RegexOptions.None";"null"
"@""\<0""";"RegexOptions.None";"null"
"@""\<0 """;"RegexOptions.None";"null"
"@""\<0>""";"RegexOptions.None";"null"
"@""\<0> """;"RegexOptions.None";"null"
"@""\<00> """;"RegexOptions.None";"null"
"@""\<a> """;"RegexOptions.None";"RegexParseError.UndefinedNameRef"
"@""(?<a>)\<a> """;"RegexOptions.None";"null"
"@""\""";"RegexOptions.ECMAScript";"RegexParseError.IllegalEndEscape"
"@""\ """;"RegexOptions.ECMAScript";"null"
"@""\<""";"RegexOptions.ECMAScript";"null"
"@""\< """;"RegexOptions.ECMAScript";"null"
"@""\<0""";"RegexOptions.ECMAScript";"null"
"@""\<0 """;"RegexOptions.ECMAScript";"null"
"@""\<0>""";"RegexOptions.ECMAScript";"null"
"@""\<0> """;"RegexOptions.ECMAScript";"null"
"@""\'""";"RegexOptions.None";"null"
"@""\' """;"RegexOptions.None";"null"
"@""\'0""";"RegexOptions.None";"null"
"@""\'0 """;"RegexOptions.None";"null"
"@""\'0'""";"RegexOptions.None";"null"
"@""\'0' """;"RegexOptions.None";"null"
"@""\'00' """;"RegexOptions.None";"null"
"@""\'a' """;"RegexOptions.None";"RegexParseError.UndefinedNameRef"
"@""(?<a>)\'a' """;"RegexOptions.None";"null"
"@""\<0' """;"RegexOptions.None";"null"
"@""\'0> """;"RegexOptions.None";"null"
"""\\p{Cc}""";"RegexOptions.None";"null"
"""\\p{ Cc }""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"""\\p{ Cc }""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.IncompleteSlashP"
"""\\p {Cc}""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.MalformedSlashP"
"""\\p{xxx}""";"RegexOptions.None";"RegexParseError.UnknownUnicodeProperty"
"""\\p""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"""\\p{""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"""\\p{}""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"""\\p{} """;"RegexOptions.None";"RegexParseError.UnknownUnicodeProperty"
"""\\p {} """;"RegexOptions.None";"RegexParseError.MalformedSlashP"
"""\\p{Cc """;"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"""\\p{IsArabicPresentationForms-A}""";"RegexOptions.None";"null"
"""(?:)""";"RegexOptions.None";"null"
"""(?:a)""";"RegexOptions.None";"null"
"""(?:""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"""(?: """;"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?=)""";"RegexOptions.None";"null"
"""(?=a)""";"RegexOptions.None";"null"
"""(?=""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"""(?= """;"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?!)""";"RegexOptions.None";"null"
"""(?!a)""";"RegexOptions.None";"null"
"""(?!""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"""(?! """;"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?>)""";"RegexOptions.None";"null"
"""(?>a)""";"RegexOptions.None";"null"
"""(?>""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"""(?> """;"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?<=)""";"RegexOptions.None";"null"
"""(?<=a)""";"RegexOptions.None";"null"
"""(?<=""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"""(?<= """;"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?<!)""";"RegexOptions.None";"null"
"""(?<!a)""";"RegexOptions.None";"null"
"""(?<!""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"""(?<! """;"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?<""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.UnrecognizedGrouping"
"""(?<>""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.InvalidGroupName"
"""(?<a""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.UnrecognizedGrouping"
"""(?<a>""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?<a>a""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?<a>a)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<a >a)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"""(?<a >a)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.InvalidGroupName"
"""(?< a>a)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"""(?< a>a)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.InvalidGroupName"
"""(?< a >a)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"""(?< a >a)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.InvalidGroupName"
"""(?<ab>a)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<0>a)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.CapnumNotZero"
"""(?<1>a)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<10>a)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<1>)""";"RegexOptions.None";"null"
"""(?<1> )""";"RegexOptions.None";"null"
"""(?<1> )""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?'a')""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?(0""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.MalformedReference"
"""(?(0)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.NotEnoughParentheses"
"""(?(0))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(0)a)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(0)a|)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(0)a|b)""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(0)a|b|)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.TooManyAlternates"
"""(?(0)a|b|c)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.TooManyAlternates"
"""(?(0 )""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.MalformedReference"
"""(?(1))""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.UndefinedReference"
"""(?(00))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(a))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<a>)(?(a))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<a>)(?(a ))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?<a>)(?( a))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(()a()))""";"RegexOptions.None";"null"
"""(?((?<x>)a(?<y>)))""";"RegexOptions.None";"null"
"""(?(?'""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantCapture"
"""(?(?'x'))""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantCapture"
"""(?(?#""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.UnterminatedComment"
"""(?(?#)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantHaveComment"
"""(?(?#))""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantHaveComment"
"""(?(?<""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.UnrecognizedGrouping"
"""(?(?<a""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantCapture"
"""(?(?<a>""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantCapture"
"""(?(?<a>)""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantCapture"
"""(?(?<a>))""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.AlternationCantCapture"
"""(?(?<=))""";"RegexOptions.IgnorePatternWhitespace";"null"
"""(?(?<!))""";"RegexOptions.IgnorePatternWhitespace";"null"
"@""\1""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""\1 """;"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""()\1""";"RegexOptions.None";"null"
"@""()\1 """;"RegexOptions.None";"null"
"@""()\10 """;"RegexOptions.None";"null"
"@""\1""";"RegexOptions.ECMAScript";"null"
"@""\1 """;"RegexOptions.ECMAScript";"null"
"@""()\1""";"RegexOptions.ECMAScript";"null"
"@""()\1 """;"RegexOptions.ECMAScript";"null"
"@""()\10 """;"RegexOptions.ECMAScript";"null"
"@""()()()()()()()()()()\10 """;"RegexOptions.ECMAScript";"null"
"@""[""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[ """;"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[]""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[] """;"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[a]""";"RegexOptions.None";"null"
"@""[a] """;"RegexOptions.None";"null"
"@""[a-""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[a- """;"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[a-]""";"RegexOptions.None";"null"
"@""[a-] """;"RegexOptions.None";"null"
"@""[a-b]""";"RegexOptions.None";"null"
"@""[a-b] """;"RegexOptions.None";"null"
"@""[a-[b]] """;"RegexOptions.None";"null"
"@""[a-b-[c]] """;"RegexOptions.None";"null"
"@""[a-[b]-c] """;"RegexOptions.None";"RegexParseError.SubtractionMustBeLast"
"@""[[a]-b] """;"RegexOptions.None";"null"
"@""[[a]-[b]] """;"RegexOptions.None";"null"
"@""[\w-a] """;"RegexOptions.None";"null"
"@""[a-\w] """;"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""[\p{llll}-a] """;"RegexOptions.None";"RegexParseError.UnknownUnicodeProperty"
"@""[\p{Lu}-a] """;"RegexOptions.None";"null"
"@""[a-\p{Lu}] """;"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""[a-[:Ll:]] """;"RegexOptions.None";"null"
"@""[a-[:Ll]] """;"RegexOptions.None";"null"
"@""[a-[:""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[a-[:L""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[a-[:L:""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[a-[:L:]""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[\-]""";"RegexOptions.None";"null"
"@""[a-b-c] """;"RegexOptions.None";"null"
"@""[-b-c] """;"RegexOptions.None";"null"
"@""[-[b] """;"RegexOptions.None";"null"
"@""[-[b]] """;"RegexOptions.None";"null"
"@""[--b """;"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[--b] """;"RegexOptions.None";"null"
"@""[--[b """;"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[--[b] """;"RegexOptions.None";"RegexParseError.SubtractionMustBeLast"
"@""[--[b]] """;"RegexOptions.None";"null"
"@""[a--[b """;"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[,--[a] """;"RegexOptions.None";"null"
"@""[,--[a]] """;"RegexOptions.None";"null"
"@""[\s-a]""";"RegexOptions.None";"null"
"@""[\p{Lu}-a]""";"RegexOptions.None";"null"
"@""[\c<-\c>]""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""[\c>-\c<]""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""[\c>-a]""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""[a-\c>]""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""[a--]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[--a]""";"RegexOptions.None";"null"
"@""[a-\-]""";"RegexOptions.None";"null"
"@""[\--a]""";"RegexOptions.None";"null"
"@""[\0-\1]""";"RegexOptions.None";"null"
"@""[\1-\0]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\0-\01]""";"RegexOptions.None";"null"
"@""[\01-\0]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[[:x:]-a]""";"RegexOptions.None";"null"
"@""[a-[:x:]]""";"RegexOptions.None";"null"
"@""[\0-\ca]""";"RegexOptions.None";"null"
"@""[\ca-\0]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\ca-\cA]""";"RegexOptions.None";"null"
"@""[\cA-\ca]""";"RegexOptions.None";"null"
"@""[\u0-\u1]""";"RegexOptions.None";"RegexParseError.TooFewHex"
"@""[\u1-\u0]""";"RegexOptions.None";"RegexParseError.TooFewHex"
"@""[\u0000-\u0000]""";"RegexOptions.None";"null"
"@""[\u0000-\u0001]""";"RegexOptions.None";"null"
"@""[\u0001-\u0000]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\u0001-a]""";"RegexOptions.None";"null"
"@""[a-\u0001]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[a-a]""";"RegexOptions.None";"null"
"@""[a-A]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[A-a]""";"RegexOptions.None";"null"
"@""[a-a]""";"RegexOptions.IgnoreCase";"null"
"@""[a-A]""";"RegexOptions.IgnoreCase";"RegexParseError.ReversedCharRange"
"@""[A-a]""";"RegexOptions.IgnoreCase";"null"
"@""[a-\x61]""";"RegexOptions.None";"null"
"@""[\x61-a]""";"RegexOptions.None";"null"
"@""[a-\x60]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\x62-a]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[a-\x62]""";"RegexOptions.None";"null"
"@""[\3-\cc]""";"RegexOptions.None";"null"
"@""[\cc-\3]""";"RegexOptions.None";"null"
"@""[\2-\cc]""";"RegexOptions.None";"null"
"@""[\cc-\2]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\4-\cc]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\cc-\4]""";"RegexOptions.None";"null"
"@""[\ca-\cb]""";"RegexOptions.None";"null"
"@""[\ca-\cB]""";"RegexOptions.None";"null"
"@""[\cA-\cb]""";"RegexOptions.None";"null"
"@""[\cA-\cB]""";"RegexOptions.None";"null"
"@""[\cb-\ca]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\cb-\cA]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\cB-\ca]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\cB-\cA]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[\--#]""";"RegexOptions.None";"null"
"@""[a-\-b]""";"RegexOptions.None";"null"
"@""[a-\-\-b]""";"RegexOptions.None";"null"
"@""[b-\-a]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[b-\-\-a]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""[a-\-\D]""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""[a-\-\-\D]""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""[a -\-\b]""";"RegexOptions.None";"RegexParseError.ReversedCharRange"
"@""()\2""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""()()\2""";"RegexOptions.None";"null"
"@""()\1""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""()\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""()()\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""()()(?n)\1\2""";"RegexOptions.None";"null"
"@""()(?n)()\1\2""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""(?n)()()\1\2""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""()()(?n)\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""()(?n)()\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""(?n)()()\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""()()(?-n)\1\2""";"RegexOptions.None";"null"
"@""()(?-n)()\1\2""";"RegexOptions.None";"null"
"@""(?-n)()()\1\2""";"RegexOptions.None";"null"
"@""()()(?-n)\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""()(?-n)()\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""(?-n)()()\1\2""";"RegexOptions.ExplicitCapture";"null"
"@""()()(?n:\1\2)""";"RegexOptions.None";"null"
"@""()()(?n:\1\2)""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
